Article ID,Article Title,Category,URL,Last Updated,Topics Covered,Content Type,Word Count,Has Screenshots,Content Hash
140,Do I have a  keyboard shortcut to click screens in zipBoard?,General Tutorials and Guides36articles,https://help.zipboard.co/article/140-do-i-have-a-keyboard-shortcut-to-click-screens-in-zipboard,2023-09-30,Categories,Guide,95,No,80f049afbfaa2c85afe30d12402b3701
383,Can We Add Replies for Live Annotations?,General Tutorials and Guides36articles,https://help.zipboard.co/article/383-can-we-add-replies-for-live-annotations,2024-09-27,"Related Articles, Categories",Guide,71,Yes,81d05664291770af1f490e3993ecccbe
163,How can I Work on Different Versions of my files with zipBoard?,General Tutorials and Guides36articles,https://help.zipboard.co/article/163-how-can-i-work-on-diffrent-versions-of-my-files-with-zipboard,2024-09-27,"Please refer to this link instead., Related Articles, Categories",Guide,154,Yes,8d7de789b463d5b269b981a5be939d8a
31,"How do I add a new feature request, that i wish to see in zipBoard in near future?",General Tutorials and Guides36articles,https://help.zipboard.co/article/31-how-do-i-add-a-new-feature-request,2018-03-26,Categories,Guide,77,No,e86351ac2f8e5e392379b69d372df136
384,Customizing Statuses at the Project Level,General Tutorials and Guides36articles,https://help.zipboard.co/article/384-customizing-statuses-at-the-project-level,2024-10-11,"Related Articles, Categories",Guide,368,No,13d27ef18762b1a4366ae76d183b2a7d
38,"How can I access my content back, once I have started a review session?",General Tutorials and Guides36articles,https://help.zipboard.co/article/38-how-can-i-access-my-content-back-once-i-have-started-a-review-session,2024-10-18,"Step 1: Log in to Your zipBoard Account, Step 2: Navigate to Your Project, Step 3: Resume the Review Session",Guide,137,No,fa69cb3ff62fa4574057cd592a98b12f
41,How do I Use the Responsive Test Feature of zipBoard?,General Tutorials and Guides36articles,https://help.zipboard.co/article/41-how-do-i-use-the-responsive-test-feature-of-zipboard,2024-10-18,"Step 1: Start a Review Session, Step 2: Select Screen Resolution, Step 3: Take Screenshots and Add Comments",Guide,208,Yes,f43fcc47f6140a0e71895c8d5c540942
305,How can I set up Review Cycles in zipBoard,General Tutorials and Guides36articles,https://help.zipboard.co/article/305-test,2023-12-05,"Create Phases that Indicate Each Step in Your Review Cycle, Arrange the Phases to Reflect the Sequential Order (If Necessary), Upload Content to the Appropriate Phase to Reflect Where You are in Your Project's Review Process",Guide,224,Yes,a16a781a7b4dd46136a1f6cdf3bc69ba
53,How Do I Add a New Comment?,General Tutorials and Guides36articles,https://help.zipboard.co/article/53-how-do-i-add-a-new-comment,2023-12-05,"Related Articles, Categories",Guide,63,Yes,be960a39572f8c08e1fb097bd4703c58
315,Can You Assign Statuses to Content?,General Tutorials and Guides36articles,https://help.zipboard.co/article/315-assign-statuses-to-content,2023-12-05,"Assign statuses to each content, Related Articles, Categories",Guide,160,Yes,c23e8eb5f30dd610e388e57a4518ecd7
166,How can I record a screen for review using ZipBoard?,General Tutorials and Guides36articles,https://help.zipboard.co/article/166-how-can-i-record-a-screen-for-review-using-zipboard,2024-10-22,Categories,Guide,274,Yes,f129562a015acc0099d6dd83ca36e903
151,How can I know how much storage space I have utilized for my current plan?,General Tutorials and Guides36articles,https://help.zipboard.co/article/151-how-can-i-know-how-much-storage-space-i-have-utilized-for-my-current-plan,2023-12-05,"Related Articles, Categories",Guide,57,Yes,5a34e48eb5bd10e704c5255b3eac3e00
361,Can We Tag or Mention Users in Live Annotation Too?,General Tutorials and Guides36articles,https://help.zipboard.co/article/361-can-we-tag-users-in-live-annotations-too,2023-12-13,"Mentioning Made Easy, Related Articles, Categories",Guide,180,Yes,5fd413249f242dceafbca1de65f34bd4
330,Can I Annotate Content Without Using the Extension?,General Tutorials and Guides36articles,https://help.zipboard.co/article/330-annotate-content-without-using-extension,2023-12-05,Categories,Guide,161,No,dd8160d3792000551bf2fc40828fb0f5
317,Can You Assign One Content to Multiple Collaborators?,General Tutorials and Guides36articles,https://help.zipboard.co/article/317-assign-content-to-multiple-collaborators,2023-12-05,"Assign content to multiple collaborators, Related Articles, Categories",Guide,161,Yes,76e84545e64189709de38496a4d69fd9
92,How Can I Export Data from zipBoard?,General Tutorials and Guides36articles,https://help.zipboard.co/article/92-exporting-data-from-zipboard,2024-04-09,"Related Articles, Categories",Guide,161,Yes,213bfae21cb8958472253fecc958afc2
91,How Can I Import Data to zipBoard?,General Tutorials and Guides36articles,https://help.zipboard.co/article/91-importing-data-to-zipboard,2023-12-05,"Related Articles, Categories",Guide,60,Yes,a71b39788c140c55ee15dcab6da2a355
74,Can I be a part of multiple projects and teams from one zipBoard account?,Projects &  Phases25articles,https://help.zipboard.co/article/74-can-i-be-a-part-of-multiple-projects-and-teams-from-one-zipboard-account,2023-12-11,Categories,Guide,60,No,556fb0919de9eba6b39b2307b80d6163
127,Managing the Project Dashboard,Projects &  Phases25articles,https://help.zipboard.co/article/127-managing-the-project-dashboard,2024-10-22,"Overview of the Project Dashboard, Project Menu Bar Categories, Next Steps",Guide,373,No,f54482a02164ac55e51a75310c8b506d
125,Creating a Project in zipBoard,Projects &  Phases25articles,https://help.zipboard.co/article/125-creating-a-project,2025-04-29,"🧩 Option 1: Use a Custom Project Template, 🛠️ Option 2: Build Your Project from Scratch, Categories",Guide,472,Yes,b053fc959c8ec08a6578627f1768b6de
128,Parts of a zipBoard project,Projects &  Phases25articles,https://help.zipboard.co/article/128-parts-of-a-zipboard-project,2023-12-11,"Activity Feed, Uploads, Tasks",Guide,1152,Yes,5636c360be79bd92c8e990b01807c024
110,What is Completion Date in a Project Phase?,Projects &  Phases25articles,https://help.zipboard.co/article/110-what-is-completion-date-in-a-project-phase,2023-12-11,"Related Articles, Categories",Guide,81,Yes,f47e886eff07f55746a1bbfe93595530
109,What is Project Phase Status?,Projects &  Phases25articles,https://help.zipboard.co/article/109-what-is-project-phase-status,2023-12-11,"Related Articles, Categories",Guide,91,Yes,863f6eea3355a16c6642a5a264b9d541
253,Do we have reports on project based in zipboard?,Projects &  Phases25articles,https://help.zipboard.co/article/253-do-we-have-reports-on-project-based-in-zipboard,2023-12-11,Categories,Guide,53,Yes,7cba4cb35b4a1955da071b037bd15b09
83,I've been added to a project. What's next?,Projects &  Phases25articles,https://help.zipboard.co/article/83-ive-been-added-to-a-project-what-next,2024-09-27,"Related Articles, Categories",Guide,149,Yes,64706e5f67caad2750796076d5373fc6
418,New Update on AI-Powered Statuses,Projects &  Phases25articles,https://help.zipboard.co/article/418-new-update-on-ai-powered-statuses,2025-01-28,"Permissions, Add Recommended Architecture, Engineering, and Construction Statuses, Add Recommended Software Development Statuses",Guide,512,Yes,14a78eea5e7e3e14b2c9c297aae4eeff
384,Customizing Statuses at the Project Level,Projects &  Phases25articles,https://help.zipboard.co/article/384-customizing-statuses-at-the-project-level,2024-10-11,"Related Articles, Categories",Guide,368,No,13d27ef18762b1a4366ae76d183b2a7d
394,How to Add Statuses from Project Level?,Projects &  Phases25articles,https://help.zipboard.co/article/394-can-we-add-statuses-from-project-level,2024-08-14,"Permissions, Related Articles, Categories",Guide,358,Yes,91284443c4f992e52612b09627030533
44,I created a project. What's next?,Projects &  Phases25articles,https://help.zipboard.co/article/44-i-created-a-project-what-next,2023-12-11,"Related Articles, Categories",Guide,136,Yes,be8c20535527beb60f3064c044985866
108,How do I create a Project Phase?,Projects &  Phases25articles,https://help.zipboard.co/article/108-how-do-i-create-a-project-phase,2023-12-11,Categories,Guide,46,Yes,17092ed92bc44e4866f6d06a8864be88
393,How to Add Statuses from Organization Level?,Projects &  Phases25articles,https://help.zipboard.co/article/393-can-we-edit-org-statuses,2024-06-27,"Related Articles, Categories",Guide,205,Yes,99e69a3679f477465b3c7df8c9e3f1c5
107,What is a Project Phase?,Projects &  Phases25articles,https://help.zipboard.co/article/107-what-is-a-project-phase,2023-12-11,"Related Articles, Categories",Guide,122,Yes,1bdff0d37f14b6570d8d3342a98a7d2c
86,How Can I Archive or Restore my zipBoard project?,Projects &  Phases25articles,https://help.zipboard.co/article/86-how-can-i-archive-restore-my-zipboard-project,2023-12-11,Categories,Guide,110,Yes,789cfeb9e134f70067deb039806bc196
112,"How do I assign Files, Tasks and Comments to a project phase?",Projects &  Phases25articles,https://help.zipboard.co/article/112-how-do-i-assign-files-tasks-and-comments-to-a-project-phase,2024-10-22,Categories,Guide,157,Yes,0113dc16b9d94ab59ec105a427ddfb3f
318,What happens to the content if I delete a phase?,Projects &  Phases25articles,https://help.zipboard.co/article/318-what-happens-to-content-if-delete-phase,2023-12-11,"Creating Phases for Content, Deleting Phases, Related Articles",Guide,160,No,2f68fa8c0c0944d632dd20e855093b57
113,Who Can Create a Project Phase?,Projects &  Phases25articles,https://help.zipboard.co/article/113-who-can-create-a-project-phase,2023-12-11,"Related Articles, Categories",Guide,31,No,dff763dd750e4e2c22a90258fabd2542
111,How Many Project Phases Can I Create?,Projects &  Phases25articles,https://help.zipboard.co/article/111-how-many-project-phases-can-i-create,2023-12-11,"Related Articles, Categories",Guide,40,No,d5416a2579cb0638e444701f18212a0b
354,How do I Share Files with a Client?,"Image, Video, & Audio Tools and Resources21articles",https://help.zipboard.co/article/354-how-do-i-share-files-with-a-client,2025-01-24,"Step 1: Add the Client to Your Project, Step 2: Share a File with the Client, Step 3: Client Access & Feedback",Guide,348,Yes,33367bb90809a83ae5e95a2c7b282585
161,How to Upload and Review Videos,"Image, Video, & Audio Tools and Resources21articles",https://help.zipboard.co/article/161-video-timestamp-comment,2023-12-11,", Related Articles, Categories",Guide,279,Yes,df0663ebba1ff7a80f4423d382396b35
258,How to Record a Video to Capture Feedback using zipBoard extension?,"Image, Video, & Audio Tools and Resources21articles",https://help.zipboard.co/article/258-can-we-capture-screenshotrecord-video-without-going-to-zipboard,2024-03-20,"Tips for Screen and Self Recording, Related Articles, Categories",Guide,286,Yes,abd49ab607be75c23941be7cd9d4e9eb
400,How to use the Video Recording Tool in zipBoard?,"Image, Video, & Audio Tools and Resources21articles",https://help.zipboard.co/article/400-how-to-record-and-manage-videos-on-zipboard,2024-12-03,"Recording a Video, Tips for Screen and Self Recording, Related Articles",Guide,330,Yes,6439d29ec643ce7fcaf5d0d0dddd2ac2
432,Getting Started with zipBoard: For Learning Designers,"Image, Video, & Audio Tools and Resources21articles",https://help.zipboard.co/article/432-getting-started-with-zipboard-for-learning-designers,2024-11-26,"Step 1:Set Up Your Project, Step 2:Upload Learning Materials, Step 3:Annotate and Review Content",Guide,561,No,0c23c4b54abbf09a25ba9fce6c9585b7
274,Generate Consolidated Reports with zipBoard,"Image, Video, & Audio Tools and Resources21articles",https://help.zipboard.co/article/274-generate-consolidated-reports-with-zipboard,2023-12-13,"Related Articles, Categories",Guide,69,No,bcb11cc2857ad4a0448c4bf948a21edd
35,What is Review Board?,"Image, Video, & Audio Tools and Resources21articles",https://help.zipboard.co/article/35-what-is-review-board,2023-12-13,"Related Articles, Categories",Guide,272,Yes,c697627b2ba59c13044d7d937644bf02
359,How to Review or Get Feedback with MP3 or Audio Files?,"Image, Video, & Audio Tools and Resources21articles",https://help.zipboard.co/article/359-mp3-file-sharing-feature,2024-04-24,"Uploading an MP3 File:, Leaving Comments:, Tips:",Guide,430,Yes,35dbd7c0a0536325fd3a04ee3decdc84
416,How Document Version Control Works in zipBoard?,"Image, Video, & Audio Tools and Resources21articles",https://help.zipboard.co/article/416-how-version-control-works-in-zipboard,2025-03-05,"The Problem with Managing Revisions, The New Version Control Solution, Add New Versions Seamlessly",Guide,461,Yes,02fd82e656a416b24ab14b343d741830
227,Different Share Link Options,"Image, Video, & Audio Tools and Resources21articles",https://help.zipboard.co/article/227-share-link-settings,2025-01-23,"How to Share a File in zipBoard, Managing Share Links, Deleting Share Links",Guide,878,Yes,4f7a8e8b419645fb7187b15d4a33a202
24,Can I upload Multiple Images?,"Image, Video, & Audio Tools and Resources21articles",https://help.zipboard.co/article/24-can-i-upload-multiple-images,2023-12-11,Categories,Guide,28,Yes,7ce38888cc1115e2439786537882508c
42,How to add my screenshots/images to reviewboard?,"Image, Video, & Audio Tools and Resources21articles",https://help.zipboard.co/article/42-how-to-add-my-screenshots-images-to-review-board,2023-12-11,"Related Articles, Categories",Guide,47,Yes,fdd33d0c73709b9891ab0fe1e750b24a
226,"How do I share my website, PDF file, HTML / SCORM file, images or video for commenting?","Image, Video, & Audio Tools and Resources21articles",https://help.zipboard.co/article/226-how-do-i-share-my-website-pdf-file-html-scorm-file-images-or-video,2025-01-23,"1️⃣ Upload Your Content to zipBoard, Steps to Add Content:, 2️⃣ Sharing Your Uploaded Content",Guide,317,Yes,61de8dd55df522477c72bbfd4a2b6a58
168,How to upload images/mocks to zipBoard and get live feedback from people?,"Image, Video, & Audio Tools and Resources21articles",https://help.zipboard.co/article/168-how-to-upload-images-mocks-to-zipboard-and-get-live-feedback-from-people,2024-10-22,Categories,Guide,284,Yes,3dcc8a9a551d88aa283debcb86450002
306,What are the Annotation Tools in zipBoard?,"Image, Video, & Audio Tools and Resources21articles",https://help.zipboard.co/article/306-all-annotation-tools-zipboard,2024-10-18,"Adding annotations, The various annotation tools at your disposal, A. Rectangle",Guide,1400,Yes,43496f9e1cbfa9ea335c17c3b666cba0
160,How to Upload and Review Image Files with zipBoard?,"Image, Video, & Audio Tools and Resources21articles",https://help.zipboard.co/article/160-how-to-upload-and-review-image-files-with-zipboard,2023-12-11,"Related Articles, Categories",Guide,244,No,182871c50efd2c6ffb3d81dd251151d3
265,How to Review and Collaborate on Video Projects,"Image, Video, & Audio Tools and Resources21articles",https://help.zipboard.co/article/265-how-to-review-and-collaborate-on-video-projects,2023-12-11,"Reviewing and Collaborating, Categories",Guide,590,Yes,dc32d231c46d5493631a2c37c6cafed3
361,Can We Tag or Mention Users in Live Annotation Too?,"Image, Video, & Audio Tools and Resources21articles",https://help.zipboard.co/article/361-can-we-tag-users-in-live-annotations-too,2023-12-13,"Mentioning Made Easy, Related Articles, Categories",Guide,180,Yes,5fd413249f242dceafbca1de65f34bd4
391,How to Use Clear Text Boxes?,"Image, Video, & Audio Tools and Resources21articles",https://help.zipboard.co/article/391-how-to-create-transparent-text-boxes,2023-12-13,"Related Articles, Categories",Guide,148,Yes,818a54d9dd2d97b25bcde36aa55febd5
167,How to Annotate a Recorded Video Using zipBoard?,"Image, Video, & Audio Tools and Resources21articles",https://help.zipboard.co/article/167-how-to-annotate-a-recorded-video-using-zipboard,2024-10-18,Categories,Guide,100,Yes,ef4d25fe751201c45ca03016d68d77a9
353,Can I add a text annotation in a PDF and make it a task/comment?,PDF Tools and Resources22articles,https://help.zipboard.co/article/353-can-i-add-text-annotation-in-pdf-and-make-it-a-task-comment,2024-10-02,"📣We have an UPDATE📣🎉Please go to this link., Related Articles, Categories",Guide,202,Yes,4bdc978c86c1196a09eee3132b3736b2
354,How do I Share Files with a Client?,PDF Tools and Resources22articles,https://help.zipboard.co/article/354-how-do-i-share-files-with-a-client,2025-01-24,"Step 1: Add the Client to Your Project, Step 2: Share a File with the Client, Step 3: Client Access & Feedback",Guide,348,Yes,33367bb90809a83ae5e95a2c7b282585
258,How to Record a Video to Capture Feedback using zipBoard extension?,PDF Tools and Resources22articles,https://help.zipboard.co/article/258-can-we-capture-screenshotrecord-video-without-going-to-zipboard,2024-03-20,"Tips for Screen and Self Recording, Related Articles, Categories",Guide,286,Yes,abd49ab607be75c23941be7cd9d4e9eb
441,Streamlining Large-Scale File Uploads with Bulk Upload in zipBoard,PDF Tools and Resources22articles,https://help.zipboard.co/article/441-streamlining-file-uploads-with-bulk-upload-in-zipboard,2025-02-19,"Introducing zipBoard Bulk Upload: A Smarter Way toHandle Large File Volumes, Why zipBoard Bulk Uploadin zipBoard Matters for Large Projects, How to Use Bulk Upload in zipBoard",Guide,474,Yes,b3315618db50e25ff62e28ec36bf42ba
432,Getting Started with zipBoard: For Learning Designers,PDF Tools and Resources22articles,https://help.zipboard.co/article/432-getting-started-with-zipboard-for-learning-designers,2024-11-26,"Step 1:Set Up Your Project, Step 2:Upload Learning Materials, Step 3:Annotate and Review Content",Guide,561,No,0c23c4b54abbf09a25ba9fce6c9585b7
35,What is Review Board?,PDF Tools and Resources22articles,https://help.zipboard.co/article/35-what-is-review-board,2023-12-13,"Related Articles, Categories",Guide,272,Yes,c697627b2ba59c13044d7d937644bf02
300,How to Upload a PDF file,PDF Tools and Resources22articles,https://help.zipboard.co/article/300-how-to-upload-a-pdf-file,2023-12-11,Categories,Guide,14,Yes,37235ef6de074abc55d5fb1632a4304b
434,Getting Started with zipBoard: For Technical Writers,PDF Tools and Resources22articles,https://help.zipboard.co/article/434-getting-started-with-zipboard-for-technical-writers,2024-11-26,"Step 1:Set Up Your Project, Step 2:Upload Your PDF Document, Step 3:Annotate and Review the Document",Guide,496,No,98ce5f3a465b4665ef618715e0596f08
450,How to Share PDFs Without Login or Signup (No Software Needed),PDF Tools and Resources22articles,https://help.zipboard.co/article/450-how-to-share-pdfs-without-login-for-seamless-collaboration,2025-03-28,"Effortless Guest Review with zipBoard, Why This Feature Matters, Share PDFs Without Login in 5 Simple Steps",Guide,446,Yes,c4cb2acce14688871e594388db841db2
416,How Document Version Control Works in zipBoard?,PDF Tools and Resources22articles,https://help.zipboard.co/article/416-how-version-control-works-in-zipboard,2025-03-05,"The Problem with Managing Revisions, The New Version Control Solution, Add New Versions Seamlessly",Guide,461,Yes,02fd82e656a416b24ab14b343d741830
227,Different Share Link Options,PDF Tools and Resources22articles,https://help.zipboard.co/article/227-share-link-settings,2025-01-23,"How to Share a File in zipBoard, Managing Share Links, Deleting Share Links",Guide,878,Yes,4f7a8e8b419645fb7187b15d4a33a202
444,Enhancing PDF Collaboration: How to Draw on a PDF in zipBoard,PDF Tools and Resources22articles,https://help.zipboard.co/article/444-enhancing-pdf-collaboration-how-to-draw-on-a-pdf-in-zipboard,2025-03-14,"Seamless PDF Annotation with zipBoard, How zipBoard’s PDF Markup Tool Streamlines Your Workflow?, Why Teams Love zipBoard’s PDF Markup Tools",Guide,1030,Yes,9cbc618e1f1c2f41683fac02e9de662e
159,How to Review and Get Feedback on PDF Content?,PDF Tools and Resources22articles,https://help.zipboard.co/article/159-how-can-i-get-feedback-on-pdf-content,2024-09-27,"📣We have an UPDATE📣🎉Please go to this link., Related Articles, Categories",Guide,134,Yes,403f336863f3cd0cf3e5674fbbb20b80
431,Getting Started with zipBoard: For AEC Professionals,PDF Tools and Resources22articles,https://help.zipboard.co/article/431-getting-started-with-zipboard-for-aec-professionals,2024-11-26,"Step 1:Upload Construction Documents (PDFs), Step 2:Annotate and Review, Step 3:Version Control",Guide,506,No,5780c39b26b5e7d40286dffcc7b24642
427,How to Download PDFs with Annotations and Comments in zipBoard,PDF Tools and Resources22articles,https://help.zipboard.co/article/427-how-to-download-pdfs-with-annotations-and-comments-in-zipboard,2024-10-31,"Step-by-Step Guide to Download PDFs with Annotations, 1. Open the Project, 2. Select the PDF File",Guide,340,Yes,ce3026199f09903cc4cd1378b4c258e0
226,"How do I share my website, PDF file, HTML / SCORM file, images or video for commenting?",PDF Tools and Resources22articles,https://help.zipboard.co/article/226-how-do-i-share-my-website-pdf-file-html-scorm-file-images-or-video,2025-01-23,"1️⃣ Upload Your Content to zipBoard, Steps to Add Content:, 2️⃣ Sharing Your Uploaded Content",Guide,317,Yes,61de8dd55df522477c72bbfd4a2b6a58
414,Streamlining PDF Collaboration with our Latest Tools!,PDF Tools and Resources22articles,https://help.zipboard.co/article/414-streamlining-aec-collaboration-with-zipboard,2024-12-03,"Panels:, View Controls:, Zooming Options:",Guide,1043,Yes,edcd3fb37264312aee3cf5db6ec29dd9
306,What are the Annotation Tools in zipBoard?,PDF Tools and Resources22articles,https://help.zipboard.co/article/306-all-annotation-tools-zipboard,2024-10-18,"Adding annotations, The various annotation tools at your disposal, A. Rectangle",Guide,1400,Yes,43496f9e1cbfa9ea335c17c3b666cba0
361,Can We Tag or Mention Users in Live Annotation Too?,PDF Tools and Resources22articles,https://help.zipboard.co/article/361-can-we-tag-users-in-live-annotations-too,2023-12-13,"Mentioning Made Easy, Related Articles, Categories",Guide,180,Yes,5fd413249f242dceafbca1de65f34bd4
391,How to Use Clear Text Boxes?,PDF Tools and Resources22articles,https://help.zipboard.co/article/391-how-to-create-transparent-text-boxes,2023-12-13,"Related Articles, Categories",Guide,148,Yes,818a54d9dd2d97b25bcde36aa55febd5
453,How to Set Up a Website Feedback Workflow,URL & ZIP Tools and Resources22articles,https://help.zipboard.co/article/453-how-to-set-up-a-website-feedback-workflow,2025-05-07,"Step 1: Create a New Project in zipBoard, Step 2: Define Your Review Phases, Step 3: Add Your Team, Clients, and Stakeholders",Guide,790,Yes,a7eb50f17aadc651bcac8ad339d07131
354,How do I Share Files with a Client?,URL & ZIP Tools and Resources22articles,https://help.zipboard.co/article/354-how-do-i-share-files-with-a-client,2025-01-24,"Step 1: Add the Client to Your Project, Step 2: Share a File with the Client, Step 3: Client Access & Feedback",Guide,348,Yes,33367bb90809a83ae5e95a2c7b282585
433,Getting Started with zipBoard: For Web Designers,URL & ZIP Tools and Resources22articles,https://help.zipboard.co/article/433-getting-started-with-zipboard-for-web-designers,2024-11-26,"Step 1:Set Up Your Project, Step 2:Add Your Website for Review, Step 3:Annotate and Provide Feedback",Guide,514,No,7004a7e529a9c4695f777c40b0f726c1
258,How to Record a Video to Capture Feedback using zipBoard extension?,URL & ZIP Tools and Resources22articles,https://help.zipboard.co/article/258-can-we-capture-screenshotrecord-video-without-going-to-zipboard,2024-03-20,"Tips for Screen and Self Recording, Related Articles, Categories",Guide,286,Yes,abd49ab607be75c23941be7cd9d4e9eb
432,Getting Started with zipBoard: For Learning Designers,URL & ZIP Tools and Resources22articles,https://help.zipboard.co/article/432-getting-started-with-zipboard-for-learning-designers,2024-11-26,"Step 1:Set Up Your Project, Step 2:Upload Learning Materials, Step 3:Annotate and Review Content",Guide,561,No,0c23c4b54abbf09a25ba9fce6c9585b7
196,How to Add and Review Webpages/Websites Using zipBoard,URL & ZIP Tools and Resources22articles,https://help.zipboard.co/article/196-how-to-review-webpages-using-zipboard,2025-05-07,Categories,Guide,253,Yes,fd205eaedd2f833fb509ec9c28775b7c
35,What is Review Board?,URL & ZIP Tools and Resources22articles,https://help.zipboard.co/article/35-what-is-review-board,2023-12-13,"Related Articles, Categories",Guide,272,Yes,c697627b2ba59c13044d7d937644bf02
416,How Document Version Control Works in zipBoard?,URL & ZIP Tools and Resources22articles,https://help.zipboard.co/article/416-how-version-control-works-in-zipboard,2025-03-05,"The Problem with Managing Revisions, The New Version Control Solution, Add New Versions Seamlessly",Guide,461,Yes,02fd82e656a416b24ab14b343d741830
227,Different Share Link Options,URL & ZIP Tools and Resources22articles,https://help.zipboard.co/article/227-share-link-settings,2025-01-23,"How to Share a File in zipBoard, Managing Share Links, Deleting Share Links",Guide,878,Yes,4f7a8e8b419645fb7187b15d4a33a202
25,"I uploaded a zip  file, but it's stuck. What should I do?",URL & ZIP Tools and Resources22articles,https://help.zipboard.co/article/25-i-upload-a-file-but-its-stuck-what-should-i-do,2023-11-16,"Related Articles, Categories",Guide,72,No,aad773a13c24847c91e600b7ed2ce0e8
409,Best Practices for Creating SCORM Courses / HTML that Work in zipBoard,URL & ZIP Tools and Resources22articles,https://help.zipboard.co/article/409-best-practices-for-creating-scorm-courses-html-that-work-in-zipboard,2024-05-08,"Understanding zipBoard Functionality, Challenges with Webpages and Courses:, Requirements for Direct Annotation in zipBoard",Guide,496,No,f6710eff51c53d5b80c25cdfdb03b925
410,How to Add a Start File?,URL & ZIP Tools and Resources22articles,https://help.zipboard.co/article/410-how-to-add-a-start-file,2024-05-23,"What's a Start File?, Why is This Happening?, Why You Might Need to Add One?",Guide,284,Yes,9caf06ba6501bce8d926a10411c3ef6d
226,"How do I share my website, PDF file, HTML / SCORM file, images or video for commenting?",URL & ZIP Tools and Resources22articles,https://help.zipboard.co/article/226-how-do-i-share-my-website-pdf-file-html-scorm-file-images-or-video,2025-01-23,"1️⃣ Upload Your Content to zipBoard, Steps to Add Content:, 2️⃣ Sharing Your Uploaded Content",Guide,317,Yes,61de8dd55df522477c72bbfd4a2b6a58
455,How to Annotate a Live Website,URL & ZIP Tools and Resources22articles,https://help.zipboard.co/article/455-how-to-annotate-a-live-website,2025-05-07,"What Does It Mean to Annotate a Website?, Why Annotate a Website?, How to Annotate a Live Website in zipBoard (Step-by-Step)",Guide,610,Yes,1670cf503338cc735ff06d3258f9536e
306,What are the Annotation Tools in zipBoard?,URL & ZIP Tools and Resources22articles,https://help.zipboard.co/article/306-all-annotation-tools-zipboard,2024-10-18,"Adding annotations, The various annotation tools at your disposal, A. Rectangle",Guide,1400,Yes,43496f9e1cbfa9ea335c17c3b666cba0
157,How can I get my web hosted content reviewed with zipBoard?,URL & ZIP Tools and Resources22articles,https://help.zipboard.co/article/157-how-can-i-get-my-web-hosted-content-reviewed-with-zipboard,2024-02-27,"Related Articles, Categories",Guide,180,Yes,75de7c4076bc2e653f918e43c897ea7e
193,Can I add multiple files or URLs within 1 project?,URL & ZIP Tools and Resources22articles,https://help.zipboard.co/article/193-can-i-add-multiple-files-or-urls-within-1-project,2025-01-21,"Related Articles, Categories",Guide,180,No,a99c154a1f2915fe231e62db5eb934c2
158,How to Upload and Review SCORM or Valid HTML Content with zipBoard?,URL & ZIP Tools and Resources22articles,https://help.zipboard.co/article/158-how-to-upload-and-review-scorm-valid-html-content-with-zipboard,2024-05-23,Categories,Guide,321,Yes,a69c5458027768279c4b9e68b02f5ff7
391,How to Use Clear Text Boxes?,URL & ZIP Tools and Resources22articles,https://help.zipboard.co/article/391-how-to-create-transparent-text-boxes,2023-12-13,"Related Articles, Categories",Guide,148,Yes,818a54d9dd2d97b25bcde36aa55febd5
388,How to Review a ZIP file,URL & ZIP Tools and Resources22articles,https://help.zipboard.co/article/388-how-to-review-a-zip-file,2023-11-16,"Related Articles, Categories",Guide,22,No,f9fd7d061951bcd234e22bb796df50a7
329,Managing Share Links,Sharing Files with External Collaborators14articles,https://help.zipboard.co/article/329-managing-share-links,2025-01-23,"How to Manage Share Links in zipBoard, 1️⃣ Open the Share Links Panel, Deleting Share Links",Guide,336,Yes,c8aa54a95871e9dbf8edd53addda3206
334,"I've been given a share link with View All Boards/Reviews Only access, now what?",Sharing Files with External Collaborators14articles,https://help.zipboard.co/article/334-ive-been-given-a-share-link-with-view-all-boards-comments-only-access,2024-10-18,"Related Articles, Categories",Guide,189,Yes,0532e5f4a30c8305d3f4577466231963
234,What happens if we delete shared link for review to users?,Sharing Files with External Collaborators14articles,https://help.zipboard.co/article/234-what-happens-if-we-delete-shared-link-for-review-to-users,2023-12-14,"Related Articles, Categories",Guide,48,No,89531d6ee9da7718bfda147bcb18af9a
338,"I've been given a share link with Required Signup/Login + View All Boards/Comments access, now what?",Sharing Files with External Collaborators14articles,https://help.zipboard.co/article/338-ive-been-given-a-share-link-with-required-signup-login-and-view-all-boards-comments-access-now-what,2024-08-29,"Related Articles, Categories",Guide,177,Yes,c245fa01b3f0125aa125ee95b6bc36a0
349,How to Use the Share Link Security Features,Sharing Files with External Collaborators14articles,https://help.zipboard.co/article/349-how-to-use-the-share-link-security-features,2025-01-23,"1️⃣ Accessing the Share Link Section, How to Access the Share Link Section:, Setting Up Password Protection",Guide,436,Yes,275e438911f53cf9d703b1edf0f6d670
339,"I've been given a share link with Required Signup/Login + Add New Boards/Reviews access, now what?",Sharing Files with External Collaborators14articles,https://help.zipboard.co/article/339-ive-been-given-a-share-link-with-required-signup-login-and-add-new-boards-reviews-access-now-what,2024-08-29,"Related Articles, Categories",Guide,159,Yes,67f55ec288a34fb49e7932a46ffecd59
